FID,OBJECTID,CTLabel,BoroCode,BoroName,CT2010,BoroCT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Le_1,Shape_Area,Count_
1598,1599,539,4,Queens,053900,4053900,I,QN20,Ridgewood,4110,11184.807259600000000,11184.807693600000000,6525759.611410000400000,0
1599,1600,172,1,Manhattan,017200,1017200,E,MN33,East Harlem South,3804,5797.303558050000000,5797.303192100000200,1912201.359770000000000,2
1600,1601,180,1,Manhattan,018000,1018000,E,MN34,East Harlem North,3804,6055.953593170000200,6055.953491639999800,2288094.719550000000000,0
1601,1602,275,3,Brooklyn,027500,3027500,I,BK35,Stuyvesant Heights,4003,5390.787752090000100,5390.787941829999900,1743574.591270000000000,0
1602,1603,277,3,Brooklyn,027700,3027700,E,BK35,Stuyvesant Heights,4003,5391.765764439999700,5391.765621010000400,1745688.089050000100000,0
1603,1604,129.01,3,Brooklyn,012901,3012901,I,BK37,Park Slope-Gowanus,4005,5410.692642300000400,5410.692743919999900,1479914.474360000100000,1
1604,1605,129.02,3,Brooklyn,012902,3012902,I,BK37,Park Slope-Gowanus,4005,5163.445238839999500,5163.445357440000400,1372593.979760000000000,0
1605,1606,453,3,Brooklyn,045300,3045300,E,BK77,Bushwick North,4002,8850.179312320000500,8850.179372619999400,3439556.205409999900000,0
1606,1607,485,3,Brooklyn,048500,3048500,E,BK78,Bushwick South,4002,11637.643912600000000,11637.644442299999000,6253344.471579999700000,0
1607,1608,216,1,Manhattan,021600,1021600,E,MN11,Central Harlem South,3803,5689.080826510000400,5689.081179699999700,1864443.265330000100000,8
1608,1609,187.02,5,Staten Island,018702,5018702,I,SI05,New Springville-Bloomfield-Travis,3902,12962.849337800000000,12962.790496899999000,10791618.624100000000000,0
1609,1610,189.02,5,Staten Island,018902,5018902,I,SI05,New Springville-Bloomfield-Travis,3902,13920.705828700000000,13920.627270000001000,8558482.252350000700000,0
1610,1611,199,1,Manhattan,019900,1019900,I,MN09,Morningside Heights,3802,6655.477475419999800,6655.477583230000200,2406491.967329999900000,1
1611,1612,331,4,Queens,033100,4033100,I,QN98,Airport,4102,42491.682851600002000,42491.683192600001000,31527285.658300001000000,0
1612,1613,907,4,Queens,090700,4090700,E,QN23,College Point,4103,25403.649889400000000,25403.553832400001000,22087786.487399999000000,0
1613,1614,244.02,5,Staten Island,024402,5024402,I,SI11,Charleston-Richmond Valley-Tottenville,3901,22514.742840399998000,22512.906211599999000,19268222.358899999000000,0
1614,1615,9901,5,Staten Island,990100,5990100,I,SI99,park-cemetery-etc-Staten Island,3901,4743.128085209999900,4743.127832819999600,635701.981421999980000,0
1615,1616,308,3,Brooklyn,030800,3030800,E,BK26,Gravesend,4018,12485.092781100000000,12485.092289700000000,7193619.561280000000000,0
1616,1617,382,3,Brooklyn,038200,3038200,E,BK26,Gravesend,4018,6175.104327590000100,6175.104500770000400,2526924.168320000200000,0
1617,1618,74,2,Bronx,007400,2007400,E,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,6409.129254170000400,6409.129396549999900,2012633.825290000100000,0
1618,1619,86,2,Bronx,008600,2008600,E,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,6419.322025319999700,6419.322196510000100,2019879.571920000000000,0
1619,1620,1188,3,Brooklyn,118800,3118800,E,BK83,Cypress Hills-City Line,4008,6037.648171599999800,6037.648337499999800,1877145.136370000000000,0
1620,1621,747,4,Queens,074700,4074700,I,QN17,Forest Hills,4108,9967.962379790000300,9967.962821889999800,3179939.955630000200000,0
1621,1622,425,3,Brooklyn,042500,3042500,E,BK78,Bushwick South,4002,5251.943123770000100,5251.943425440000300,1806434.479340000100000,0
1622,1623,462.01,2,Bronx,046201,2046201,I,BX13,Co-op City,3703,22026.430357699999000,22026.429640099999000,23507456.321199998000000,1
1623,1624,462.02,2,Bronx,046202,2046202,E,BX13,Co-op City,3703,23150.197282800000000,23150.197164500001000,10304365.980900001000000,0
1624,1625,221.01,2,Bronx,022101,2022101,E,BX63,West Concourse,3708,3869.863272350000000,3869.863402389999900,732245.022095000020000,0
1625,1626,383.01,2,Bronx,038301,2038301,E,BX40,Fordham South,3707,4142.370250050000300,4142.370283170000200,1030540.526400000000000,0
1626,1627,383.02,2,Bronx,038302,2038302,E,BX40,Fordham South,3707,8039.323711250000100,8039.324661339999700,1565110.397859999900000,0
1627,1628,1551.01,4,Queens,155101,4155101,I,QN44,Glen Oaks-Floral Park-New Hyde Park,4105,10130.321692300000000,10130.255223100001000,5175794.053779999700000,0
1628,1629,1551.02,4,Queens,155102,4155102,I,QN44,Glen Oaks-Floral Park-New Hyde Park,4105,23459.596772800000000,23459.529486799998000,15548201.369800000000000,0
1629,1630,147.02,2,Bronx,014702,2014702,E,BX01,Claremont-Bathgate,3705,5155.750986910000400,5155.751083610000000,1247172.452009999900000,0
1630,1631,169,2,Bronx,016900,2016900,E,BX01,Claremont-Bathgate,3705,5261.391572880000200,5261.392483949999600,1000160.630870000000000,0
1631,1632,348,2,Bronx,034800,2034800,E,BX31,Allerton-Pelham Gardens,3704,9984.823689009999700,9984.823429010000800,4713702.506090000300000,0
1632,1633,350,2,Bronx,035000,2035000,I,BX31,Allerton-Pelham Gardens,3704,6357.086986919999600,6357.086877710000400,2066395.784650000000000,0
1633,1634,295,2,Bronx,029500,2029500,I,BX29,Spuyten Duyvil-Kingsbridge,3701,9052.777412010000300,9052.476006540000500,2551411.921630000200000,0
1634,1635,775,4,Queens,077500,4077500,I,QN60,Kew Gardens,4111,7312.451283159999500,7312.451378239999900,2467850.910970000100000,0
1635,1636,98,4,Queens,009800,4009800,E,QN55,South Ozone Park,4113,6831.555296909999900,6831.555679879999800,1460890.614790000000000,0
1636,1637,110,4,Queens,011000,4011000,E,QN54,Richmond Hill,4111,6467.648608329999700,6467.648390590000400,1776467.644279999900000,0
1637,1638,884,4,Queens,088400,4088400,I,QN57,Lindenwood-Howard Beach,4113,38958.885558499998000,38958.165209300001000,16338885.840000000000000,0
1638,1639,703,4,Queens,070300,4070300,I,QN18,Rego Park,4108,9259.149307600000600,9259.148825559999800,2596104.563980000100000,0
1639,1640,707,4,Queens,070700,4070700,I,QN17,Forest Hills,4108,6626.198036929999900,6626.198161659999600,2389558.665080000200000,0
1640,1641,709,4,Queens,070900,4070900,I,QN17,Forest Hills,4108,7479.466868300000000,7479.467232660000300,2364591.457200000100000,0
1641,1642,489,3,Brooklyn,048900,3048900,E,BK78,Bushwick South,4002,4061.310778520000000,4061.311019069999900,985798.474478999970000,1
1642,1643,493,3,Brooklyn,049300,3049300,E,BK78,Bushwick South,4002,7120.607957639999800,7120.608238910000200,2454524.480800000000000,0
1643,1644,493.02,4,Queens,049302,4049302,E,QN30,Maspeth,4110,8835.582217600000100,8835.582669400000700,2966532.157240000100000,1
1644,1645,803.02,4,Queens,080302,4080302,I,QN62,Queensboro Hill,4103,14645.176808200000000,14645.176858900000000,4633432.846140000000000,0
1645,1646,82,1,Manhattan,008200,1008200,I,MN20,Murray Hill-Kips Bay,3808,5681.260798399999700,5681.260777780000400,1856719.419210000000000,1
1646,1647,223,5,Staten Island,022300,5022300,E,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,3903,24371.697096200001000,24371.533409600001000,7143298.591869999700000,0
1647,1648,96,2,Bronx,009600,2009600,E,BX59,Westchester-Unionport,3709,13844.914209700000000,13844.914935800000000,7359513.931859999900000,0
1648,1649,201,2,Bronx,020100,2020100,E,BX26,Highbridge,3708,7253.984542440000000,7253.983992219999900,2967244.913980000200000,0
1649,1650,219,4,Queens,021900,4021900,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,22485.055606499998000,22485.054742799999000,13748707.194100000000000,0
1650,1651,78,2,Bronx,007800,2007800,E,BX59,Westchester-Unionport,3709,8785.494627509999200,8785.494094539999400,3326683.971760000100000,0
1651,1652,92,2,Bronx,009200,2009200,E,BX59,Westchester-Unionport,3709,9143.903299219999100,9143.903552730000200,3278193.441800000100000,0
1652,1653,63,2,Bronx,006300,2006300,E,BX63,West Concourse,3708,20115.617113100001000,20115.617917799998000,11410337.399900001000000,13
1653,1654,86.03,1,Manhattan,008603,1008603,I,MN19,Turtle Bay-East Midtown,3808,4802.720767300000300,4802.720133269999700,1253784.066080000000000,0
1654,1655,238.01,1,Manhattan,023801,1023801,I,MN31,Lenox Hill-Roosevelt Island,3805,14505.244119600000000,14505.005810799999000,3606868.136609999900000,1
1655,1656,798.01,3,Brooklyn,079801,3079801,E,BK60,Prospect Lefferts Gardens-Wingate,4011,4764.353049850000400,4764.353147800000400,1397208.627709999900000,0
1656,1657,798.02,3,Brooklyn,079802,3079802,E,BK60,Prospect Lefferts Gardens-Wingate,4011,5259.379151510000200,5259.379482630000000,1145198.703070000000000,0
1657,1658,53,3,Brooklyn,005300,3005300,E,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,55166.987580000001000,55166.152765799998000,17692216.507700000000000,12
1658,1659,85,3,Brooklyn,008500,3008500,E,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,7950.931809910000100,7950.931011960000400,2624913.712609999800000,4
1659,1660,193,1,Manhattan,019300,1019300,E,MN09,Morningside Heights,3802,5716.178529030000400,5716.178250820000400,1892231.643860000000000,0
1660,1661,195,1,Manhattan,019500,1019500,I,MN09,Morningside Heights,3802,6579.145711600000100,6579.145364340000000,2338239.849450000100000,1
1661,1662,56.01,3,Brooklyn,005601,3005601,I,BK31,Bay Ridge,4013,6884.636328380000100,6884.636015600000100,1818781.386660000100000,0
1662,1663,56.02,3,Brooklyn,005602,3005602,I,BK31,Bay Ridge,4013,5792.647399270000300,5792.580333140000200,1457032.350529999900000,0
1663,1664,132,2,Bronx,013200,2013200,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,18607.926275900001000,18607.868187000000000,6526045.856660000000000,0
1664,1665,355,3,Brooklyn,035500,3035500,E,BK63,Crown Heights South,4011,5844.441936549999800,5844.442049979999900,1485518.427710000000000,0
1665,1666,880,3,Brooklyn,088000,3088000,E,BK60,Prospect Lefferts Gardens-Wingate,4011,7746.804967780000000,7746.805128580000200,1963161.462480000000000,0
1666,1667,231,2,Bronx,023100,2023100,E,BX41,Mount Hope,3707,4643.205246139999900,4643.205448329999900,1288622.830439999900000,0
1667,1668,395,2,Bronx,039500,2039500,E,BX01,Claremont-Bathgate,3705,11673.508317500000000,11673.509050799999000,4446408.856839999600000,1
1668,1669,421,2,Bronx,042100,2042100,E,BX43,Norwood,3706,8763.675969309999300,8763.676082210000500,2669986.449510000200000,0
1669,1670,419,2,Bronx,041900,2041900,E,BX43,Norwood,3706,8588.723404309999800,8588.723568170000400,3505470.940469999800000,0
1670,1671,425,2,Bronx,042500,2042500,E,BX43,Norwood,3706,8348.977186469999700,8348.977083240000900,3154914.990079999900000,0
1671,1672,299,1,Manhattan,029900,1029900,E,MN01,Marble Hill-Inwood,3801,21401.718191600001000,21401.655786300002000,6687568.740310000300000,0
1672,1673,991,4,Queens,099100,4099100,I,QN49,Whitestone,4103,17092.036507800000000,17091.390582900000000,11558006.252900001000000,0
1673,1674,1333,4,Queens,133300,4133300,I,QN41,Fresh Meadows-Utopia,4106,12760.109352100000000,12760.109218600001000,7439226.959350000100000,4
1674,1675,1347,4,Queens,134700,4134700,I,QN41,Fresh Meadows-Utopia,4106,14067.297641700001000,14067.297578100000000,11560676.460600000000000,1
1675,1676,1367,4,Queens,136700,4136700,I,QN42,Oakland Gardens,4104,11746.992317900000000,11746.976354400000000,8262710.918139999700000,0
1676,1677,404,4,Queens,040400,4040400,I,QN08,St. Albans,4112,9602.570928369999800,9602.570498549999700,5092779.064439999900000,0
1677,1678,616.01,4,Queens,061601,4061601,I,QN66,Laurelton,4105,8807.277127819999800,8807.277243820000900,4099344.816430000100000,0
1678,1679,620,4,Queens,062000,4062000,I,QN66,Laurelton,4105,6540.979469850000000,6540.979176339999900,2387805.452630000200000,0
1679,1680,376,4,Queens,037600,4037600,I,QN08,St. Albans,4112,16756.182848699998000,16756.182665699998000,8230896.971020000100000,0
1680,1681,391,3,Brooklyn,039100,3039100,E,BK78,Bushwick South,4002,6244.550923490000100,6244.550799949999600,1788447.739099999900000,0
1681,1682,423,3,Brooklyn,042300,3042300,E,BK78,Bushwick South,4002,5572.235016769999700,5572.235053630000000,1961468.062339999900000,0
1682,1683,19,4,Queens,001900,4001900,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,15363.101626000000000,15363.102033300000000,9381831.312659999400000,3
1683,1684,171,4,Queens,017100,4017100,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,23186.486794400000000,23186.486688800000000,13382067.114300000000000,2
1684,1685,83,4,Queens,008300,4008300,E,QN71,Old Astoria,4101,7048.157390229999700,7048.157456900000400,2059577.684320000000000,1
1685,1686,81,4,Queens,008100,4008100,E,QN71,Old Astoria,4101,5723.347669550000300,5723.347530570000300,1212136.938340000100000,0
1686,1687,87,4,Queens,008700,4008700,E,QN71,Old Astoria,4101,7272.914218060000200,7272.914120690000300,2724649.107919999900000,0
1687,1688,20,1,Manhattan,002000,1002000,E,MN28,Lower East Side,3809,4690.070658540000300,4690.062356860000400,1368398.849979999900000,0
1688,1689,24,1,Manhattan,002400,1002400,E,MN28,Lower East Side,3809,8143.066558280000200,8143.066704359999700,1860513.388400000100000,0
1689,1690,624,4,Queens,062400,4062400,I,QN99,park-cemetery-etc-Queens,4105,11769.101694900000000,11769.101154000000000,5374590.548650000200000,0
1690,1691,626,4,Queens,062600,4062600,I,QN66,Laurelton,4105,9226.581693520000000,9226.581962689999300,4664112.640220000400000,0
1691,1692,214,4,Queens,021400,4021400,E,QN35,Briarwood-Jamaica Hills,4106,8483.171195560000300,8483.171115470000600,4031658.410240000100000,0
1692,1693,601,4,Queens,060100,4060100,I,QN30,Maspeth,4110,6318.391478839999800,6318.391000870000400,1661594.027680000100000,0
1693,1694,603,4,Queens,060300,4060300,I,QN21,Middle Village,4110,6684.563945400000200,6684.563774340000200,1952652.997239999900000,0
1694,1695,27,1,Manhattan,002700,1002700,I,MN27,Chinatown,3809,3687.337900089999900,3687.252422200000200,638073.351543999980000,0
1695,1696,167,1,Manhattan,016700,1016700,I,MN12,Upper West Side,3806,7990.754529220000200,7990.754526269999600,2195089.472180000000000,3
1696,1697,159,1,Manhattan,015900,1015900,I,MN14,Lincoln Square,3806,6435.609915830000300,6435.610219639999700,1867947.708780000000000,1
1697,1698,163,1,Manhattan,016300,1016300,I,MN12,Upper West Side,3806,9751.044066500000600,9751.043781079999500,2861319.972140000200000,0
1698,1699,288,4,Queens,028800,4028800,I,QN76,Baisley Park,4112,12947.860234300000000,12947.859356200001000,8797331.271679999300000,12
1699,1700,493.01,4,Queens,049301,4049301,I,QN30,Maspeth,4110,6327.553943840000100,6327.553926030000200,1764042.640730000100000,0
1700,1701,497,4,Queens,049700,4049700,I,QN30,Maspeth,4110,6138.603436440000200,6138.603383620000400,2127232.680410000000000,0
1701,1702,124,1,Manhattan,012400,1012400,I,MN31,Lenox Hill-Roosevelt Island,3805,5752.909291820000400,5752.908916550000000,1847564.148280000100000,0
1702,1703,132,1,Manhattan,013200,1013200,I,MN31,Lenox Hill-Roosevelt Island,3805,5904.300630370000400,5904.300574650000300,2148206.144119999800000,1
1703,1704,19,2,Bronx,001900,2001900,E,BX39,Mott Haven-Port Morris,3710,29989.845003300001000,29989.844095199998000,17964481.222199999000000,0
1704,1705,23,2,Bronx,002300,2002300,E,BX39,Mott Haven-Port Morris,3710,4717.342123200000100,4717.342230379999800,1126747.450800000000000,1
1705,1706,207,5,Staten Island,020700,5020700,E,SI28,Port Richmond,3903,21681.669970399998000,21681.588424699999000,9982042.366750000000000,1
1706,1707,213,5,Staten Island,021300,5021300,E,SI28,Port Richmond,3903,14576.699543400000000,14576.699363700000000,8430209.141519999100000,0
1707,1708,280,3,Brooklyn,028000,3028000,I,BK27,Bath Beach,4017,6067.523132559999800,6067.523298780000000,1494252.422520000000000,0
1708,1709,282,3,Brooklyn,028200,3028200,E,BK27,Bath Beach,4017,6296.177265579999600,6296.176830690000300,1826158.978030000100000,0
1709,1710,142.01,4,Queens,014201,4014201,E,QN54,Richmond Hill,4111,6319.319280409999900,6319.319834390000300,2270918.819819999900000,0
1710,1711,142.02,4,Queens,014202,4014202,E,QN54,Richmond Hill,4111,12363.494907099999000,12363.494535800000000,6633244.828560000300000,0
1711,1712,452,4,Queens,045200,4045200,I,QN35,Briarwood-Jamaica Hills,4106,7233.103669400000400,7232.895543400000000,2217080.308520000000000,0
1712,1713,454,4,Queens,045400,4045400,E,QN35,Briarwood-Jamaica Hills,4106,8476.761607149999700,8476.553572819999300,2517138.396619999800000,1
1713,1714,665.01,4,Queens,066501,4066501,I,QN21,Middle Village,4110,11677.380936000000000,11677.381168000000000,3506275.711070000200000,1
1714,1715,669,4,Queens,066900,4066900,I,QN21,Middle Village,4110,6021.771379949999800,6021.771184790000000,1723437.268220000000000,0
1715,1716,307,3,Brooklyn,030700,3030700,E,BK61,Crown Heights North,4006,7103.165960489999600,7103.165957389999700,2805795.499600000200000,0
1716,1717,347,3,Brooklyn,034700,3034700,E,BK61,Crown Heights North,4006,5032.967041449999700,5032.966280720000200,1505056.680930000000000,0
1717,1718,857,4,Queens,085700,4085700,E,QN22,Flushing,4103,5338.436240709999800,5338.436115980000100,1425026.394309999900000,0
1718,1719,199,4,Queens,019900,4019900,E,QN31,Hunters Point-Sunnyside-West Maspeth,4109,21081.129449100001000,21081.129387699999000,17016560.296700001000000,0
1719,1720,151,4,Queens,015100,4015100,I,QN70,Astoria,4101,4809.673844810000400,4809.673877670000400,1435760.789260000000000,0
1720,1721,163,4,Queens,016300,4016300,E,QN70,Astoria,4101,7722.708494309999900,7722.707580270000100,2348739.382460000000000,0
1721,1722,1291.03,4,Queens,129103,4129103,I,QN42,Oakland Gardens,4104,10064.941656200001000,10064.925909300000000,4939208.196650000300000,1
1722,1723,118,1,Manhattan,011800,1011800,I,MN31,Lenox Hill-Roosevelt Island,3805,5524.542307990000200,5524.541792039999600,1903275.947100000000000,1
1723,1724,126,1,Manhattan,012600,1012600,I,MN31,Lenox Hill-Roosevelt Island,3805,5627.420202889999900,5627.420237340000300,1976487.441859999900000,0
1724,1725,1479,4,Queens,147900,4147900,I,QN45,Douglas Manor-Douglaston-Little Neck,4104,15085.985039200001000,15085.984898600000000,9172314.823890000600000,1
1725,1726,1507.02,4,Queens,150702,4150702,I,QN45,Douglas Manor-Douglaston-Little Neck,4104,13263.543457000000000,13263.543540600000000,9156892.895439999200000,0
1726,1727,255,1,Manhattan,025500,1025500,E,MN36,Washington Heights South,3801,10770.815932899999000,10770.816149599999000,4756106.122630000100000,7
1727,1728,265,1,Manhattan,026500,1026500,E,MN36,Washington Heights South,3801,6148.612016660000300,6148.612628850000000,2067002.798410000000000,0
1728,1729,1529.01,4,Queens,152901,4152901,I,QN45,Douglas Manor-Douglaston-Little Neck,4104,16343.934551300001000,16343.933808300000000,15022208.341000000000000,1
1729,1730,156.02,5,Staten Island,015602,5015602,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,13472.350051900001000,13472.214106800000000,9487744.419169999700000,0
1730,1731,170.11,5,Staten Island,017011,5017011,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,11440.726495100000000,11440.587434400000000,7741922.596130000400000,0
1731,1732,146.04,5,Staten Island,014604,5014604,I,SI54,Great Kills,3901,14879.466241100001000,14879.212611700001000,12147698.843900001000000,1
1732,1733,156.01,5,Staten Island,015601,5015601,I,SI54,Great Kills,3901,15808.386329200001000,15808.207601000000000,15400447.487500001000000,0
1733,1734,343,2,Bronx,034300,2034300,I,BX22,North Riverdale-Fieldston-Riverdale,3701,5043.397490940000400,5043.397544909999900,1318002.887730000100000,0
1734,1735,397,2,Bronx,039700,2039700,E,BX06,Belmont,3705,10993.032759600001000,10993.033160900000000,5542454.211810000200000,0
1735,1736,399.01,2,Bronx,039901,2039901,E,BX05,Bedford Park-Fordham North,3706,5352.336361660000000,5352.336068329999800,1637824.423780000100000,5
1736,1737,334,2,Bronx,033400,2033400,E,BX99,park-cemetery-etc-Bronx,3705,32569.115340000000000,32569.104599200000000,33679437.051700003000000,2
1737,1738,336,2,Bronx,033600,2033600,E,BX07,Bronxdale,3704,6220.860408280000200,6220.860603670000300,1985172.159620000000000,0
1738,1739,123.01,4,Queens,012301,4012301,I,QN72,Steinway,4101,12016.337184000000000,12016.338198100000000,6366924.811420000200000,0
1739,1740,135,4,Queens,013500,4013500,I,QN72,Steinway,4101,5739.010537909999600,5739.010478100000000,1461831.488390000100000,0
1740,1741,427,4,Queens,042700,4042700,E,QN25,Corona,4107,6817.942825590000200,6817.942653170000100,1838967.511110000100000,0
1741,1742,997.03,4,Queens,099703,4099703,I,QN47,Ft. Totten-Bay Terrace-Clearview,4103,14221.486801700001000,14221.363026400000000,6478210.054610000000000,0
1742,1743,997.04,4,Queens,099704,4099704,I,QN47,Ft. Totten-Bay Terrace-Clearview,4103,12441.843903100000000,12441.843697400000000,7174615.782820000300000,1
1743,1744,366,4,Queens,036600,4036600,I,QN08,St. Albans,4112,11239.969664200000000,11239.959658300000000,3983677.188019999800000,0
1744,1745,76,1,Manhattan,007600,1007600,I,MN17,Midtown-Midtown South,3807,5717.633212320000000,5717.633503000000000,1873514.803310000100000,2
1745,1746,90,2,Bronx,009000,2009000,E,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,28354.557425499999000,28354.137067399999000,11115874.735700000000000,2
1746,1747,194,2,Bronx,019400,2019400,E,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,15570.650316300000000,15570.651759099999000,8717967.416530000000000,0
1747,1748,456,2,Bronx,045600,2045600,I,BX03,Eastchester-Edenwald-Baychester,3702,28723.029109300001000,28723.030192099999000,9265823.449249999600000,0
1748,1749,504,2,Bronx,050400,2050400,I,BX99,park-cemetery-etc-Bronx,3703,86797.843846400006000,86795.634285699998000,78955898.519199997000000,0
1749,1750,1072.01,4,Queens,107201,4107201,I,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,4114,30272.642404200000000,30271.717707500000000,14757055.112100000000000,1
1750,1751,1072.02,4,Queens,107202,4107202,I,QN99,park-cemetery-etc-Queens,4114,186126.742208999990000,186123.996283999990000,74387626.582000002000000,0
1751,1752,1227.01,4,Queens,122701,4122701,I,QN38,Pomonok-Flushing Heights-Hillcrest,4106,12476.637491800000000,12476.637559299999000,7529200.602070000000000,1
1752,1753,1227.02,4,Queens,122702,4122702,E,QN38,Pomonok-Flushing Heights-Hillcrest,4106,11883.784311199999000,11883.784270900000000,4801786.083080000200000,0
1753,1754,170.10,5,Staten Island,017010,5017010,I,SI48,Arden Heights,3901,14974.634545600000000,14974.555895300000000,11956689.342599999000000,0
1754,1755,1032.02,4,Queens,103202,4103202,E,QN15,Far Rockaway-Bayswater,4114,11703.308892200001000,11703.308542299999000,7675664.925049999700000,1
1755,1756,260,4,Queens,026000,4026000,E,QN01,South Jamaica,4112,7810.545095939999600,7810.518514829999700,1920964.597529999900000,0
1756,1757,262,4,Queens,026200,4026200,E,QN01,South Jamaica,4112,6196.437494349999700,6196.410347099999900,1540068.712280000100000,0
1757,1758,187,4,Queens,018700,4018700,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,7709.658656790000400,7709.658142889999900,2565345.188269999800000,0
1758,1759,386,3,Brooklyn,038600,3038600,E,BK26,Gravesend,4018,7289.706910820000300,7289.706819449999800,2704025.332390000100000,1
1759,1760,398,3,Brooklyn,039800,3039800,E,BK26,Gravesend,4018,7062.936824639999900,7062.937720019999700,2184133.680389999900000,0
1760,1761,23,3,Brooklyn,002300,3002300,E,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,6287.882008050000000,6287.881819899999800,1961451.621409999900000,0
1761,1762,5,1,Manhattan,000500,1000500,I,MN99,park-cemetery-etc-Manhattan,3810,32407.899284300001000,32407.716974100000000,9081774.807140000200000,1
1762,1763,47,3,Brooklyn,004700,3004700,I,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,9883.613890149999900,9883.614492119999300,2902478.098600000100000,0
1763,1764,59,5,Staten Island,005900,5005900,I,SI35,New Brighton-Silver Lake,3903,18391.766194000000000,18391.591174900001000,14938652.230799999000000,0
1764,1765,155,2,Bronx,015500,2015500,E,BX75,Crotona Park East,3705,5829.265677590000500,5829.265362469999700,1229990.099970000100000,0
1765,1766,161,2,Bronx,016100,2016100,E,BX75,Crotona Park East,3705,6437.858976700000300,6437.755321429999600,2573107.494340000200000,0
1766,1767,20,2,Bronx,002000,2002000,E,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,8332.250520899999200,8332.251079490000800,4270706.825170000100000,1
1767,1768,24,2,Bronx,002400,2002400,I,BX99,park-cemetery-etc-Bronx,3709,17969.488477700001000,17969.489125299999000,7679184.672220000100000,0
1768,1769,837,4,Queens,083700,4083700,E,QN62,Queensboro Hill,4103,13930.026495300001000,13929.993595000000000,8454891.963269999300000,4
1769,1770,797.01,4,Queens,079701,4079701,I,QN22,Flushing,4103,5015.543600379999600,5015.543322329999700,1199494.493640000000000,0
1770,1771,845,4,Queens,084500,4084500,E,QN22,Flushing,4103,6853.364398660000000,6853.364837320000300,2034223.794490000000000,1
1771,1772,859,4,Queens,085900,4085900,E,QN22,Flushing,4103,6082.739400280000200,6082.739326320000100,1570940.842050000100000,0
1772,1773,50,1,Manhattan,005000,1005000,I,MN21,Gramercy,3808,5473.388021540000400,5473.340629489999600,1794092.246790000000000,1
1773,1774,52,1,Manhattan,005200,1005200,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5790.388001110000000,5790.340615899999600,1815452.204930000000000,1
1774,1775,200,2,Bronx,020000,2020000,E,BX37,Van Nest-Morris Park-Westchester Square,3704,10985.001710000000000,10985.002060500001000,3678684.434859999900000,4
1775,1776,256,2,Bronx,025600,2025600,E,BX37,Van Nest-Morris Park-Westchester Square,3704,7096.241396090000300,7096.241302569999800,2037862.595560000000000,0
1776,1777,191,3,Brooklyn,019100,3019100,E,BK69,Clinton Hill,4004,7816.216022530000400,7816.201340620000300,2721503.876770000000000,0
1777,1778,539,3,Brooklyn,053900,3053900,E,BK72,Williamsburg,4001,4356.207042039999600,4356.207237419999700,1091631.280270000000000,0
1778,1779,197,2,Bronx,019700,2019700,E,BX63,West Concourse,3708,5407.397629709999800,5407.397233669999900,1597102.967930000000000,2
1779,1780,219,2,Bronx,021900,2021900,E,BX26,Highbridge,3708,6811.455384840000100,6811.393993079999700,1541687.551200000100000,0
1780,1781,136,1,Manhattan,013600,1013600,I,MN32,Yorkville,3805,6238.232899949999600,6238.233160230000100,2358508.597449999800000,0
1781,1782,138,1,Manhattan,013800,1013800,I,MN32,Yorkville,3805,5600.531086259999900,5600.531102470000400,1959555.861610000000000,0
1782,1783,44,3,Brooklyn,004400,3004400,I,BK31,Bay Ridge,4013,9054.385587560000200,9054.301620079999300,4481978.619339999700000,0
1783,1784,213,3,Brooklyn,021300,3021300,E,BK63,Crown Heights South,4011,7277.707636490000400,7277.707892030000000,1989394.806490000100000,0
1784,1785,325,3,Brooklyn,032500,3032500,E,BK63,Crown Heights South,4011,6293.893771750000300,6293.893816070000000,1812075.175620000100000,0
1785,1786,645,4,Queens,064500,4064500,I,QN17,Forest Hills,4108,9664.900554919999200,9664.900479419999100,3401311.299860000100000,0
1786,1787,306,4,Queens,030600,4030600,I,QN03,Springfield Gardens South-Brookville,4105,22071.369490400000000,22071.359215699998000,14405341.650200000000000,0
1787,1788,716,4,Queens,071600,4071600,I,QN98,Airport,4105,92342.250622399995000,92337.627495499997000,196234349.824999990000000,0
