FID,OBJECTID,CTLabel,BoroCode,BoroName,CT2010,BoroCT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Le_1,Shape_Area,Count_
1398,1399,126,3,Brooklyn,012600,3012600,E,BK31,Bay Ridge,4013,7482.645776999999700,7482.645985279999900,2486089.838959999800000,0
1399,1400,635,4,Queens,063500,4063500,I,QN19,Glendale,4110,6359.733050120000400,6359.733656430000300,2043270.953900000100000,0
1400,1401,223.01,1,Manhattan,022301,1022301,E,MN06,Manhattanville,3802,8493.226093600000200,8493.226737279999700,1972625.079880000100000,0
1401,1402,223.02,1,Manhattan,022302,1022302,E,MN06,Manhattanville,3802,3985.502022270000000,3985.501691790000200,641750.317921999960000,0
1402,1403,53,2,Bronx,005300,2005300,E,BX36,University Heights-Morris Heights,3707,4221.354280350000400,4221.354093820000300,907657.057055999990000,0
1403,1404,621,4,Queens,062100,4062100,I,QN21,Middle Village,4110,7650.677695839999600,7650.660949189999900,2794860.147400000100000,0
1404,1405,171,2,Bronx,017100,2017100,I,BX99,park-cemetery-etc-Bronx,3708,6043.894214179999800,6043.780500789999700,1837088.287250000100000,5
1405,1406,177.02,2,Bronx,017702,2017702,E,BX14,East Concourse-Concourse Village,3708,6883.888428100000100,6883.774602900000000,1516866.253460000000000,0
1406,1407,289,2,Bronx,028900,2028900,E,BX29,Spuyten Duyvil-Kingsbridge,3701,5941.003630219999600,5940.968693709999600,2054659.022360000100000,1
1407,1408,356,2,Bronx,035600,2035600,I,BX03,Eastchester-Edenwald-Baychester,3702,12236.912512999999000,12236.912569800001000,4229647.635990000300000,0
1408,1409,207,3,Brooklyn,020700,3020700,I,BK64,Prospect Heights,4006,6078.465458450000400,6078.434939859999800,1468296.799540000000000,0
1409,1410,215,3,Brooklyn,021500,3021500,I,BK64,Prospect Heights,4006,6479.549210619999900,6479.515783109999600,1598087.646140000100000,0
1410,1411,210,1,Manhattan,021000,1021000,E,MN34,East Harlem North,3804,8682.731763530000500,8682.731540060000000,2157288.101170000200000,4
1411,1412,212,1,Manhattan,021200,1021200,I,MN03,Central Harlem North-Polo Grounds,3803,5760.425534490000200,5760.425116380000000,1900292.419800000000000,20
1412,1413,221.02,1,Manhattan,022102,1022102,E,MN03,Central Harlem North-Polo Grounds,3803,4893.839507009999600,4893.839161349999800,1065533.519670000100000,0
1413,1414,228,1,Manhattan,022800,1022800,E,MN03,Central Harlem North-Polo Grounds,3803,5758.392313710000100,5758.392444510000100,1944083.185099999900000,9
1414,1415,1257,4,Queens,125700,4125700,I,QN37,Kew Gardens Hills,4106,8457.521792980000100,8457.521804989999500,3566900.418540000000000,0
1415,1416,779.08,4,Queens,077908,4077908,E,QN37,Kew Gardens Hills,4106,6079.430378789999800,6079.430317129999800,2156618.609130000200000,0
1416,1417,501,3,Brooklyn,050100,3050100,I,BK90,East Williamsburg,4001,6239.761120180000000,6239.760407949999700,1857843.015810000000000,0
1417,1418,515,3,Brooklyn,051500,3051500,I,BK73,North Side-South Side,4001,6866.833502190000200,6866.833864809999800,2013551.512470000000000,6
1418,1419,549,3,Brooklyn,054900,3054900,E,BK73,North Side-South Side,4001,6835.403865379999800,6835.404456119999800,2095791.645500000100000,0
1419,1420,183,3,Brooklyn,018300,3018300,I,BK68,Fort Greene,4004,4935.748034909999700,4935.747453680000000,1477789.537049999900000,0
1420,1421,211,3,Brooklyn,021100,3021100,E,BK68,Fort Greene,4004,7314.259786149999900,7314.259620660000100,1892154.131589999900000,0
1421,1422,185.01,3,Brooklyn,018501,3018501,E,BK68,Fort Greene,4004,4405.243375950000000,4405.243021149999500,1189462.495030000100000,0
1422,1423,187,3,Brooklyn,018700,3018700,E,BK68,Fort Greene,4004,3902.052844209999900,3902.052857910000100,917703.168213000060000,0
1423,1424,700,3,Brooklyn,070000,3070000,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6151.505937250000000,6151.505378840000000,2177086.091490000000000,0
1424,1425,706,3,Brooklyn,070600,3070600,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,29643.703625700000000,29643.703189200001000,15022157.954200000000000,0
1425,1426,85,2,Bronx,008500,2008500,E,BX33,Longwood,3710,6463.499631460000300,6463.499841599999900,1966131.808449999900000,2
1426,1427,87,2,Bronx,008700,2008700,E,BX33,Longwood,3710,6953.984259959999700,6953.984301300000000,2302753.084700000000000,0
1427,1428,1200,3,Brooklyn,120000,3120000,E,BK82,East New York,4008,6327.813313259999600,6327.813227210000200,1620560.913950000000000,0
1428,1429,84,2,Bronx,008400,2008400,I,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,6555.897264500000300,6555.896772780000000,1674998.518420000100000,0
1429,1430,67,2,Bronx,006700,2006700,E,BX34,Melrose South-Mott Haven North,3710,6521.590489780000100,6521.590677389999700,2277490.325509999900000,0
1430,1431,293.01,2,Bronx,029301,2029301,I,BX29,Spuyten Duyvil-Kingsbridge,3701,8857.758791649999700,8857.758850539999900,2676687.566209999800000,0
1431,1432,531,4,Queens,053100,4053100,I,QN30,Maspeth,4110,8731.931203349999100,8731.930782350000300,4558842.346440000500000,0
1432,1433,939,4,Queens,093900,4093900,I,QN23,College Point,4103,18139.653119700000000,18139.653526300001000,7072803.208089999900000,0
1433,1434,62,1,Manhattan,006200,1006200,I,MN20,Murray Hill-Kips Bay,3808,11932.574880300001000,11932.572567100000000,3174474.657759999900000,0
1434,1435,563,3,Brooklyn,056300,3056300,E,BK76,Greenpoint,4001,8247.150256009999800,8247.150492990000200,3994878.945359999800000,0
1435,1436,285,2,Bronx,028500,2028500,E,BX29,Spuyten Duyvil-Kingsbridge,3701,10771.781870900000000,10771.512799700000000,2874404.561520000000000,0
1436,1437,351,2,Bronx,035100,2035100,I,BX22,North Riverdale-Fieldston-Riverdale,3701,13030.915451499999000,13030.729931000000000,6206925.075980000200000,0
1437,1438,43,3,Brooklyn,004300,3004300,I,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,5713.775230399999600,5713.775493930000300,1786641.647090000100000,6
1438,1439,45,3,Brooklyn,004500,3004500,I,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,5503.683706900000300,5503.683678940000400,1835597.061359999900000,0
1439,1440,154,5,Staten Island,015400,5015400,I,SI99,park-cemetery-etc-Staten Island,3901,41443.079319299999000,41441.814798100000000,23365848.817899998000000,0
1440,1441,156.03,5,Staten Island,015603,5015603,I,SI54,Great Kills,3901,40926.290111399998000,40925.644992200003000,10209383.487800000000000,0
1441,1442,145,2,Bronx,014500,2014500,E,BX01,Claremont-Bathgate,3705,5623.717342259999900,5623.717106340000100,1954010.024160000000000,0
1442,1443,147.01,2,Bronx,014701,2014701,E,BX01,Claremont-Bathgate,3705,5119.079887609999800,5119.079935650000200,1494598.326580000100000,0
1443,1444,84,3,Brooklyn,008400,3008400,E,BK32,Sunset Park West,4012,6552.055246390000300,6552.055082449999600,2650333.375949999800000,0
1444,1445,88,3,Brooklyn,008800,3008800,E,BK34,Sunset Park East,4012,5710.979021389999600,5710.979223999999700,2019986.096790000100000,0
1445,1446,175,3,Brooklyn,017500,3017500,E,BK99,park-cemetery-etc-Brooklyn,4012,18789.022523899999000,18789.022063400000000,21101599.114500001000000,0
1446,1447,10.01,1,Manhattan,001001,1001001,I,MN28,Lower East Side,3809,3924.836576650000100,3924.837297560000000,867808.528885000040000,0
1447,1448,12,1,Manhattan,001200,1001200,E,MN28,Lower East Side,3809,5462.924008080000000,5462.923897009999600,1298211.302519999900000,0
1448,1449,295,1,Manhattan,029500,1029500,E,MN01,Marble Hill-Inwood,3801,5237.025388260000000,5237.025632810000400,1460098.593339999900000,0
1449,1450,694,4,Queens,069400,4069400,I,QN03,Springfield Gardens South-Brookville,4105,12096.063135000000000,12096.063295100001000,5637807.130339999700000,0
1450,1451,1483,4,Queens,148300,4148300,I,QN45,Douglas Manor-Douglaston-Little Neck,4104,17908.509442600000000,17908.360232499999000,14723344.892899999000000,0
1451,1452,205.01,2,Bronx,020501,2020501,E,BX36,University Heights-Morris Heights,3707,7565.836138069999800,7565.836018629999700,2949065.702810000200000,0
1452,1453,356.02,3,Brooklyn,035602,3035602,E,BK23,West Brighton,4018,5704.670917100000200,5704.646654410000300,1843992.567869999900000,0
1453,1454,362,3,Brooklyn,036200,3036200,E,BK19,Brighton Beach,4018,6480.707418529999800,6480.706945699999800,1845173.259860000100000,0
1454,1455,364,3,Brooklyn,036400,3036400,E,BK19,Brighton Beach,4018,5980.182769809999600,5980.182874140000400,1539580.581270000000000,0
1455,1456,159,3,Brooklyn,015900,3015900,I,BK37,Park Slope-Gowanus,4005,7069.277910339999800,7069.247085060000200,2704513.729090000000000,0
1456,1457,222,1,Manhattan,022200,1022200,E,MN11,Central Harlem South,3803,5772.832375420000100,5772.832543069999700,1953119.697170000100000,6
1457,1458,224,1,Manhattan,022400,1022400,E,MN03,Central Harlem North-Polo Grounds,3803,6182.389494340000100,6182.389614750000000,2099457.742600000000000,11
1458,1459,757.02,4,Queens,075702,4075702,I,QN17,Forest Hills,4108,8925.161391580000800,8925.161231059999400,3780948.567319999900000,0
1459,1460,6,5,Staten Island,000600,5000600,I,SI37,Stapleton-Rosebank,3903,22542.169512799999000,22541.942248600000000,7177740.153620000000000,0
1460,1461,158.01,4,Queens,015801,4015801,E,QN55,South Ozone Park,4113,7835.227697070000400,7835.227435210000300,3260032.930250000200000,0
1461,1462,208,4,Queens,020800,4020800,E,QN61,Jamaica,4112,12374.049954300001000,12374.049860499999000,5746083.749379999900000,1
1462,1463,246,4,Queens,024600,4024600,I,QN61,Jamaica,4112,7805.685682880000100,7805.685479179999700,3270870.571800000000000,1
1463,1464,105,4,Queens,010500,4010500,E,QN72,Steinway,4101,6627.150735129999700,6627.150410270000100,2131500.385069999800000,0
1464,1465,107.01,4,Queens,010701,4010701,I,QN72,Steinway,4101,30926.247610999999000,30923.514932499998000,17298513.226700000000000,0
1465,1466,189,4,Queens,018900,4018900,E,QN31,Hunters Point-Sunnyside-West Maspeth,4109,6248.033438120000000,6248.033665859999900,2343528.715690000000000,0
1466,1467,249,4,Queens,024900,4024900,I,QN63,Woodside,4109,5776.954025009999900,5776.953772850000000,2084057.440340000000000,0
1467,1468,33,4,Queens,003300,4003300,E,QN68,Queensbridge-Ravenswood-Long Island City,4101,12373.428422600000000,12373.428113399999000,5525404.268740000200000,2
1468,1469,383.01,4,Queens,038301,4038301,I,QN99,park-cemetery-etc-Queens,4103,10195.373281400000000,10195.374114300001000,6407120.066780000000000,0
1469,1470,462,4,Queens,046200,4046200,E,QN61,Jamaica,4112,6935.578064260000200,6935.577523719999600,2685518.559799999900000,0
1470,1471,1214,3,Brooklyn,121400,3121400,E,BK82,East New York,4008,5466.969997299999700,5466.970310710000400,1831282.970230000100000,0
1471,1472,1220,3,Brooklyn,122000,3122000,E,BK82,East New York,4008,20252.415779200001000,20251.941442300002000,11429732.743500000000000,0
1472,1473,146.05,5,Staten Island,014605,5014605,I,SI54,Great Kills,3901,14559.541527600000000,14559.436340900000000,9495148.820660000700000,0
1473,1474,72,1,Manhattan,007200,1007200,I,MN20,Murray Hill-Kips Bay,3808,5722.943879829999800,5722.943468810000000,1877428.917850000100000,1
1474,1475,74,1,Manhattan,007400,1007400,I,MN17,Midtown-Midtown South,3807,5726.157401829999800,5726.157061410000100,1879420.430429999900000,2
1475,1476,889.01,4,Queens,088901,4088901,E,QN22,Flushing,4103,14969.156303600001000,14969.156310099999000,6858889.837949999600000,1
1476,1477,869,4,Queens,086900,4086900,E,QN22,Flushing,4103,12021.584016000001000,12021.583902400000000,6527025.584990000400000,0
1477,1478,1142.01,3,Brooklyn,114201,3114201,E,BK83,Cypress Hills-City Line,4008,10545.213798100000000,10545.173986700000000,3223214.512949999900000,0
1478,1479,554,4,Queens,055400,4055400,I,QN34,Queens Village,4105,6806.192752379999500,6806.193311860000000,2368771.981999999800000,0
1479,1480,560,4,Queens,056000,4056000,I,QN34,Queens Village,4105,8503.403782240000500,8503.404516369999300,2300762.865079999900000,0
1480,1481,439,4,Queens,043900,4043900,E,QN25,Corona,4107,5891.215519399999700,5891.215939220000100,1772849.082239999900000,0
1481,1482,849,4,Queens,084900,4084900,E,QN22,Flushing,4103,8403.449342100000600,8403.413925610000700,3276967.711660000000000,0
1482,1483,369,3,Brooklyn,036900,3036900,E,BK79,Ocean Hill,4007,7215.256096850000200,7215.255436860000400,2433755.677749999800000,0
1483,1484,7,3,Brooklyn,000700,3000700,I,BK09,Brooklyn Heights-Cobble Hill,4004,6302.792652889999800,6302.675067039999700,1927383.100780000000000,0
1484,1485,1429,4,Queens,142900,4142900,I,QN48,Auburndale,4104,13094.027473800001000,13094.027082900000000,5720440.619049999900000,0
1485,1486,1451.01,4,Queens,145101,4145101,E,QN48,Auburndale,4104,6870.722822910000100,6870.722650499999900,2704350.072240000100000,1
1486,1487,792,4,Queens,079200,4079200,I,QN76,Baisley Park,4112,8190.686920000000100,8190.677165510000100,3888976.581379999900000,0
1487,1488,62.01,4,Queens,006201,4006201,I,QN57,Lindenwood-Howard Beach,4113,8323.523228640000500,8323.523101599999800,4310186.188160000400000,0
1488,1489,892,4,Queens,089200,4089200,I,QN57,Lindenwood-Howard Beach,4113,29820.335402299999000,29818.561080200001000,30882639.140000001000000,1
1489,1490,502.02,3,Brooklyn,050202,3050202,I,BK40,Windsor Terrace,4012,5366.540653170000000,5366.458682600000400,1451529.641779999900000,0
1490,1491,504,3,Brooklyn,050400,3050400,I,BK40,Windsor Terrace,4012,7398.067582790000400,7397.773861079999700,2516870.583430000100000,0
1491,1492,279,2,Bronx,027900,2027900,E,BX28,Van Cortlandt Village,3701,9068.461527130000800,9068.196939179999400,2907480.311050000100000,1
1492,1493,281,2,Bronx,028100,2028100,I,BX28,Van Cortlandt Village,3701,5703.144857379999800,5702.879999970000400,1393888.164189999900000,0
1493,1494,368,4,Queens,036800,4036800,I,QN08,St. Albans,4112,6423.453715409999900,6423.405120720000000,2511333.414280000100000,0
1494,1495,358,2,Bronx,035800,2035800,I,BX03,Eastchester-Edenwald-Baychester,3702,11178.464030800000000,11178.463957800001000,7018832.312909999900000,6
1495,1496,21,5,Staten Island,002100,5002100,E,SI37,Stapleton-Rosebank,3903,22302.858229599999000,22302.858058200000000,9419721.896449999900000,3
1496,1497,34,3,Brooklyn,003400,3003400,I,BK31,Bay Ridge,4013,11209.068873700000000,11208.958023900001000,5158619.606250000200000,3
1497,1498,111,1,Manhattan,011100,1011100,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5695.624958780000300,5695.624424249999700,1888640.696019999900000,0
1498,1499,115,1,Manhattan,011500,1011500,I,MN15,Clinton,3807,5697.554485040000100,5697.554506559999900,1889825.604550000000000,0
1499,1500,575,3,Brooklyn,057500,3057500,E,BK76,Greenpoint,4001,7029.262143300000400,7029.262419660000000,2014844.435899999900000,0
1500,1501,579,3,Brooklyn,057900,3057900,E,BK76,Greenpoint,4001,16628.130279000001000,16628.108896300000000,7899013.664669999900000,0
1501,1502,171,1,Manhattan,017100,1017100,I,MN12,Upper West Side,3806,6578.838069309999800,6578.838308200000000,2261887.324260000100000,0
1502,1503,179,1,Manhattan,017900,1017900,I,MN12,Upper West Side,3806,6438.482908109999700,6438.482709369999600,2278120.924850000100000,0
1503,1504,183,1,Manhattan,018300,1018300,I,MN12,Upper West Side,3806,6592.535337129999800,6592.535404270000100,2391019.183780000100000,1
1504,1505,187,1,Manhattan,018700,1018700,I,MN12,Upper West Side,3806,6534.411299919999700,6534.410949910000500,2323892.476110000200000,0
1505,1506,162,1,Manhattan,016200,1016200,E,MN33,East Harlem South,3804,10030.589463200000000,10030.589104799999000,2924176.957849999900000,0
1506,1507,240,1,Manhattan,024000,1024000,I,MN99,park-cemetery-etc-Manhattan,3804,24946.238344900001000,24946.175068900000000,23466561.899200000000000,0
1507,1508,118,2,Bronx,011800,2011800,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,35112.081916600000000,35110.564697800000000,11023249.445300000000000,0
1508,1509,1032.01,4,Queens,103201,4103201,E,QN15,Far Rockaway-Bayswater,4114,11041.278076900000000,11040.899822300000000,4311265.172679999800000,0
1509,1510,283,1,Manhattan,028300,1028300,E,MN35,Washington Heights North,3801,6153.079953409999700,6153.079999519999500,1622664.282970000100000,0
1510,1511,285,1,Manhattan,028500,1028500,E,MN35,Washington Heights North,3801,5113.169152329999600,5113.158625840000200,1314138.520620000100000,0
1511,1512,198,4,Queens,019800,4019800,E,QN01,South Jamaica,4112,6901.855974060000300,6901.855954460000200,2231764.649569999900000,0
1512,1513,196,4,Queens,019600,4019600,E,QN01,South Jamaica,4112,7476.959905079999800,7476.960540719999700,2402963.944259999800000,0
1513,1514,202,4,Queens,020200,4020200,E,QN01,South Jamaica,4112,5865.314590140000300,5865.314713900000200,1570996.071860000000000,0
1514,1515,220.01,4,Queens,022001,4022001,E,QN35,Briarwood-Jamaica Hills,4106,9596.598298470000400,9596.598700910000800,4410449.827030000300000,1
1515,1516,437.01,4,Queens,043701,4043701,E,QN25,Corona,4107,5520.801800919999600,5520.802120280000100,1615375.955529999900000,0
1516,1517,437.02,4,Queens,043702,4043702,E,QN25,Corona,4107,5926.803234260000000,5926.802876140000100,1951899.185450000000000,0
1517,1518,258,4,Queens,025800,4025800,I,QN01,South Jamaica,4112,6100.849392819999600,6100.849067289999800,2280364.838130000000000,1
1518,1519,88,4,Queens,008800,4008800,I,QN56,Ozone Park,4113,9333.642552110000900,9333.642565469999700,4717307.692820000500000,0
1519,1520,523,3,Brooklyn,052300,3052300,E,BK73,North Side-South Side,4001,4979.688555249999800,4979.688612459999600,1538749.547410000100000,0
1520,1521,525,3,Brooklyn,052500,3052500,E,BK73,North Side-South Side,4001,5049.888972730000200,5049.888670710000000,1356123.721700000100000,0
1521,1522,702.02,3,Brooklyn,070202,3070202,E,BK99,park-cemetery-etc-Brooklyn,4009,44384.871914000003000,44383.033686299997000,54555125.840499997000000,0
1522,1523,702.03,3,Brooklyn,070203,3070203,I,BK99,park-cemetery-etc-Brooklyn,4009,146017.760623000010000,146014.524753000010000,43215383.083800003000000,0
1523,1524,146.07,5,Staten Island,014607,5014607,I,SI54,Great Kills,3901,11422.907991599999000,11422.846523099999000,7353672.537619999600000,0
1524,1525,170.12,5,Staten Island,017012,5017012,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,16007.387992399999000,16007.338483000000000,10806424.840600001000000,0
1525,1526,366,3,Brooklyn,036600,3036600,E,BK19,Brighton Beach,4018,6655.721007719999800,6655.721038200000300,2516458.276370000100000,0
